lift,confidence,support,consequents,antecedents
6.25,0.2,0.001,specialty chocolate + nut snack,cereals + liquor (appetizer) + bottled water
6.25,0.2,0.001,packaged fruit/vegetables + pip fruit,cereals + liquor (appetizer) + bottled water
6.25,0.2,0.001,butter + cleaner,packaged fruit/vegetables + root vegetables + nut snack
6.25,0.25,0.001,cereals + root vegetables,butter + packaged fruit/vegetables + male cosmetics
6.25,0.25,0.001,cereals + sweet spreads,butter + packaged fruit/vegetables + male cosmetics
6.25,0.2,0.001,brandy + liquor (appetizer),root vegetables + bottled water + pudding powder
6.25,0.2,0.001,specialty chocolate + nut snack,cereals + potato products + pudding powder
6.25,0.25,0.001,curd + pip fruit,sauces + liquor (appetizer) + cleaner
6.25,0.2,0.001,light bulbs + male cosmetics,potato products + specialty vegetables + bottled water
6.25,0.2,0.001,baking powder + liquor (appetizer),potato products + specialty vegetables + bottled water
6.25,0.2,0.001,liquor (appetizer) + root vegetables,potato products + specialty vegetables + bottled water
6.25,0.2,0.001,specialty chocolate + liquor,potato products + specialty vegetables + bottled water
6.25,0.2,0.001,specialty chocolate + liquor (appetizer),potato products + specialty vegetables + bottled water
6.25,0.25,0.001,curd + pip fruit,butter + potato products + cleaner
6.25,0.12,0.001,white wine + nut snack,potato products + specialty vegetables + pip fruit
6.25,0.2,0.001,packaged fruit/vegetables + pip fruit,spices + brandy + liquor (appetizer)
6.25,0.2,0.001,specialty chocolate + liquor,spices + brandy + liquor (appetizer)
6.25,0.25,0.001,butter + specialty chocolate,packaged fruit/vegetables + soda + nut snack
6.25,0.2,0.001,baking powder + liquor (appetizer),butter + potato products + sweet spreads
6.25,0.12,0.001,liquor + tropical fruit,cereals + specialty vegetables + sweet spreads
6.25,0.2,0.001,spices + root vegetables,sauces + light bulbs + pip fruit
6.25,0.2,0.001,butter + cleaner,tropical fruit + root vegetables + pudding powder
6.25,0.12,0.001,white wine + nut snack,butter + spices + liquor
6.25,0.2,0.001,baking powder + liquor (appetizer),curd + specialty vegetables + pip fruit
6.25,0.2,0.001,brandy + liquor (appetizer),curd + specialty vegetables + pip fruit
6.25,0.2,0.001,specialty chocolate + liquor,curd + specialty vegetables + pip fruit
6.25,0.2,0.001,specialty chocolate + potato products,curd + specialty vegetables + pip fruit
6.25,0.2,0.001,specialty chocolate + nut snack,curd + specialty vegetables + pip fruit
6.25,0.2,0.001,spices + root vegetables,brandy + liquor + nut snack
6.25,0.2,0.001,specialty chocolate + potato products,brandy + liquor + nut snack
6.25,0.25,0.001,sauces + bottled water,curd + male cosmetics + cleaner
6.25,0.2,0.001,specialty chocolate + liquor (appetizer),sauces + light bulbs + brandy
6.25,0.2,0.001,baking powder + soda,specialty chocolate + sweet spreads + pip fruit
6.25,0.25,0.001,cereals + liquor (appetizer),butter + packaged fruit/vegetables + male cosmetics
6.25,0.2,0.001,potato products + tropical fruit,root vegetables + bottled water + pudding powder
6.25,0.2,0.001,butter + cleaner,root vegetables + bottled water + pudding powder
6.25,0.2,0.001,specialty chocolate + nut snack,root vegetables + bottled water + pudding powder
6.25,0.25,0.001,curd + pip fruit,sauces + potato products + specialty vegetables
6.25,0.25,0.001,cereals + liquor (appetizer),potato products + specialty vegetables + pudding powder
6.25,0.25,0.001,cereals + root vegetables,potato products + specialty vegetables + pudding powder
6.25,0.2,0.001,light bulbs + male cosmetics,spices + packaged fruit/vegetables + nut snack
6.25,0.25,0.001,cereals + curd,potato products + specialty vegetables + pudding powder
6.25,0.2,0.001,liquor + soda,spices + packaged fruit/vegetables + nut snack
6.25,0.25,0.001,cereals + sweet spreads,sauces + potato products + specialty vegetables
6.25,0.2,0.001,specialty chocolate + liquor (appetizer),spices + brandy + liquor
6.25,0.2,0.001,packaged fruit/vegetables + pip fruit,spices + brandy + liquor
6.25,0.12,0.001,liquor + tropical fruit,potato products + specialty vegetables + pip fruit
6.25,0.2,0.001,cereals + light bulbs,spices + baking powder + sweet spreads
6.25,0.25,0.001,cereals + root vegetables,spices + packaged fruit/vegetables + soda
6.25,0.25,0.001,butter + specialty chocolate,spices + packaged fruit/vegetables + soda
6.25,0.2,0.001,baking powder + liquor (appetizer),sauces + potato products + root vegetables
6.25,0.25,0.001,butter + specialty chocolate,potato products + specialty vegetables + pudding powder
6.25,0.25,0.001,butter + bottled water,packaged fruit/vegetables + soda + nut snack
6.25,0.25,0.001,curd + pip fruit,potato products + specialty vegetables + pudding powder
6.25,0.2,0.001,butter + cleaner,baking powder + brandy + potato products
6.25,0.2,0.001,spices + root vegetables,baking powder + brandy + potato products
6.25,0.2,0.001,liquor (appetizer) + root vegetables,baking powder + brandy + potato products
6.25,0.2,0.001,brandy + liquor (appetizer),spices + packaged fruit/vegetables + cleaner
6.25,0.2,0.001,liquor + soda,spices + packaged fruit/vegetables + cleaner
6.25,0.2,0.002,liquor + soda,butter + white wine + liquor (appetizer)
6.25,0.12,0.001,white wine + nut snack,cereals + butter + liquor
6.25,0.25,0.001,butter + bottled water,spices + curd + liquor
6.25,0.2,0.001,specialty chocolate + potato products,curd + specialty vegetables + pudding powder
6.25,0.2,0.001,specialty chocolate + nut snack,curd + specialty vegetables + pudding powder
6.25,0.2,0.001,baking powder + liquor (appetizer),butter + white wine + potato products
6.25,0.2,0.001,cereals + light bulbs,curd + tropical fruit + bottled water
6.25,0.25,0.001,cereals + curd,sauces + light bulbs + nut snack
6.25,0.2,0.001,liquor (appetizer) + root vegetables,spices + packaged fruit/vegetables + cleaner
6.25,0.25,0.001,cereals + liquor (appetizer),spices + baking powder + male cosmetics
6.25,0.2,0.001,butter + cleaner,tropical fruit + pudding powder + nut snack
6.25,0.2,0.001,butter + cleaner,specialty chocolate + bottled water + pudding powder
6.25,0.2,0.001,cereals + light bulbs,potato products + tropical fruit + bottled water
6.25,0.2,0.001,specialty chocolate + potato products,cereals + curd + liquor
6.25,0.2,0.001,specialty chocolate + nut snack,cereals + curd + liquor
6.25,0.2,0.001,packaged fruit/vegetables + pip fruit,cereals + curd + liquor
6.25,0.25,0.002,butter + specialty chocolate,sauces + potato products + bottled water
6.25,0.2,0.002,brandy + liquor (appetizer),packaged fruit/vegetables + male cosmetics + sweet spreads
6.25,0.25,0.002,cereals + root vegetables,curd + male cosmetics + pip fruit
6.25,0.2,0.001,liquor (appetizer) + root vegetables,sauces + light bulbs + pip fruit
6.25,0.2,0.001,specialty chocolate + nut snack,tropical fruit + root vegetables + pudding powder
6.25,0.2,0.001,liquor + soda,curd + tropical fruit + bottled water
6.25,0.2,0.001,specialty chocolate + nut snack,curd + tropical fruit + bottled water
6.25,0.2,0.001,light bulbs + male cosmetics,packaged fruit/vegetables + bottled water + cleaner
6.25,0.2,0.001,baking powder + liquor (appetizer),curd + tropical fruit + male cosmetics
6.25,0.2,0.001,liquor (appetizer) + root vegetables,curd + tropical fruit + male cosmetics
6.25,0.25,0.001,cereals + liquor (appetizer),curd + tropical fruit + sweet spreads
6.25,0.2,0.001,cereals + light bulbs,baking powder + brandy + potato products
6.25,0.25,0.001,curd + pip fruit,tropical fruit + cleaner + nut snack
6.25,0.12,0.001,brandy + tropical fruit,sauces + spices + light bulbs
6.25,0.25,0.001,cereals + liquor (appetizer),spices + packaged fruit/vegetables + bottled water
6.25,0.2,0.001,baking powder + soda,potato products + tropical fruit + sweet spreads
6.25,0.12,0.001,white wine + nut snack,cereals + curd + brandy
6.25,0.2,0.001,butter + cleaner,light bulbs + potato products + pip fruit
6.25,0.2,0.001,brandy + liquor (appetizer),light bulbs + potato products + pip fruit
6.25,0.2,0.001,specialty chocolate + nut snack,brandy + liquor + white wine
6.25,0.2,0.001,specialty chocolate + liquor (appetizer),cereals + butter + potato products
6.25,0.12,0.001,white wine + nut snack,packaged fruit/vegetables + bottled water + pudding powder
6.25,0.2,0.001,specialty chocolate + nut snack,curd + tropical fruit + pip fruit
6.25,0.2,0.001,baking powder + soda,curd + tropical fruit + pip fruit
6.25,0.12,0.001,liquor + tropical fruit,curd + bottled water + nut snack
6.25,0.25,0.002,spices + specialty vegetables,cereals + potato products + tropical fruit
6.25,0.2,0.001,baking powder + liquor (appetizer),butter + tropical fruit + male cosmetics
6.25,0.2,0.001,liquor (appetizer) + root vegetables,butter + tropical fruit + male cosmetics
6.25,0.25,0.001,cereals + sweet spreads,root vegetables + bottled water + pip fruit
6.25,0.2,0.001,specialty chocolate + liquor (appetizer),cereals + curd + baking powder
6.25,0.2,0.001,specialty chocolate + potato products,cereals + curd + baking powder
6.25,0.2,0.001,liquor (appetizer) + root vegetables,cereals + curd + baking powder
6.25,0.25,0.001,cereals + liquor (appetizer),potato products + root vegetables + male cosmetics
6.25,0.25,0.001,sauces + soda,spices + packaged fruit/vegetables + root vegetables
6.25,0.25,0.001,butter + specialty chocolate,spices + packaged fruit/vegetables + root vegetables
6.25,0.25,0.001,sauces + soda,tropical fruit + cleaner + nut snack
6.25,0.2,0.001,liquor (appetizer) + root vegetables,cereals + potato products + pudding powder
6.25,0.2,0.001,spices + root vegetables,tropical fruit + bottled water + soda
6.25,0.2,0.001,specialty chocolate + potato products,brandy + liquor + white wine
6.25,0.25,0.001,butter + bottled water,cereals + potato products + pip fruit
6.25,0.2,0.001,packaged fruit/vegetables + pip fruit,curd + root vegetables + sweet spreads
6.25,0.2,0.001,brandy + liquor (appetizer),curd + root vegetables + sweet spreads
6.25,0.25,0.001,cereals + liquor (appetizer),potato products + root vegetables + pudding powder
6.25,0.2,0.001,brandy + liquor (appetizer),curd + bottled water + pip fruit
6.25,0.2,0.001,spices + root vegetables,sauces + light bulbs + liquor (appetizer)
6.25,0.2,0.001,specialty chocolate + nut snack,curd + bottled water + pip fruit
6.25,0.2,0.001,specialty chocolate + liquor,cereals + potato products + pudding powder
6.25,0.12,0.001,white wine + nut snack,butter + spices + liquor (appetizer)
6.25,0.25,0.001,cereals + curd,packaged fruit/vegetables + sweet spreads + pip fruit
6.25,0.25,0.001,cereals + liquor (appetizer),packaged fruit/vegetables + sweet spreads + pip fruit
6.25,0.25,0.001,cereals + root vegetables,packaged fruit/vegetables + sweet spreads + pip fruit
6.25,0.2,0.001,liquor + soda,specialty chocolate + male cosmetics + pudding powder
6.25,0.2,0.001,brandy + liquor (appetizer),curd + root vegetables + nut snack
6.25,0.2,0.001,packaged fruit/vegetables + pip fruit,butter + tropical fruit + root vegetables
6.24,0.23,0.003,sauces + liquor,butter + white wine + soda
6.21,0.14,0.001,male cosmetics + pip fruit,light bulbs + packaged fruit/vegetables + cleaner
6.21,0.14,0.001,white wine + sweet spreads,butter + specialty vegetables + tropical fruit
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + packaged fruit/vegetables + cleaner
6.21,0.14,0.001,sweet spreads + nut snack,curd + packaged fruit/vegetables + brandy
6.21,0.14,0.001,root vegetables + sweet spreads,liquor (appetizer) + male cosmetics + pudding powder
6.21,0.14,0.001,root vegetables + bottled water,liquor (appetizer) + male cosmetics + pudding powder
6.21,0.14,0.001,root vegetables + bottled water,light bulbs + packaged fruit/vegetables + cleaner
6.21,0.14,0.001,sweet spreads + nut snack,butter + packaged fruit/vegetables + liquor
6.21,0.14,0.001,white wine + sweet spreads,butter + potato products + root vegetables
6.21,0.14,0.001,sweet spreads + nut snack,butter + specialty chocolate + light bulbs
6.21,0.14,0.001,specialty vegetables + soda,sauces + root vegetables + sweet spreads
6.21,0.14,0.001,root vegetables + bottled water,butter + specialty chocolate + male cosmetics
6.21,0.14,0.001,specialty vegetables + soda,light bulbs + liquor (appetizer) + pip fruit
6.21,0.14,0.001,white wine + sweet spreads,butter + specialty vegetables + pudding powder
6.21,0.14,0.001,male cosmetics + pip fruit,packaged fruit/vegetables + brandy + liquor (appetizer)
6.21,0.14,0.001,root vegetables + sweet spreads,cereals + packaged fruit/vegetables + pip fruit
6.21,0.14,0.001,bottled water + pip fruit,cereals + baking powder + root vegetables
6.21,0.14,0.001,specialty vegetables + sweet spreads,cereals + baking powder + root vegetables
6.21,0.14,0.001,sweet spreads + nut snack,specialty chocolate + male cosmetics + cleaner
6.21,0.14,0.001,root vegetables + bottled water,butter + specialty chocolate + pudding powder
6.21,0.14,0.001,specialty vegetables + sweet spreads,packaged fruit/vegetables + brandy + liquor (appetizer)
6.21,0.14,0.001,sweet spreads + nut snack,butter + brandy + liquor
6.21,0.14,0.001,specialty vegetables + soda,cereals + white wine + male cosmetics
6.21,0.14,0.001,white wine + sweet spreads,light bulbs + liquor (appetizer) + potato products
6.21,0.14,0.001,sweet spreads + nut snack,bottled water + male cosmetics + pudding powder
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + potato products + bottled water
6.21,0.14,0.001,specialty vegetables + sweet spreads,cereals + tropical fruit + pip fruit
6.21,0.14,0.001,bottled water + pip fruit,butter + brandy + potato products
6.21,0.14,0.001,root vegetables + bottled water,butter + specialty vegetables + pip fruit
6.21,0.14,0.001,male cosmetics + pip fruit,cereals + curd + sweet spreads
6.21,0.14,0.001,specialty vegetables + soda,butter + root vegetables + nut snack
6.21,0.14,0.001,male cosmetics + pip fruit,light bulbs + liquor (appetizer) + potato products
6.21,0.14,0.001,root vegetables + sweet spreads,light bulbs + liquor (appetizer) + potato products
6.21,0.14,0.001,root vegetables + bottled water,light bulbs + liquor (appetizer) + potato products
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + liquor (appetizer) + potato products
6.21,0.14,0.001,specialty vegetables + soda,butter + baking powder + nut snack
6.21,0.14,0.001,specialty vegetables + sweet spreads,butter + baking powder + pip fruit
6.21,0.14,0.001,root vegetables + sweet spreads,butter + packaged fruit/vegetables + pudding powder
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + liquor (appetizer) + pip fruit
6.21,0.14,0.001,root vegetables + bottled water,butter + packaged fruit/vegetables + liquor
6.21,0.14,0.001,male cosmetics + pip fruit,sauces + baking powder + specialty vegetables
6.21,0.14,0.001,bottled water + pip fruit,liquor + potato products + pudding powder
6.21,0.14,0.001,specialty vegetables + sweet spreads,liquor + potato products + pudding powder
6.21,0.14,0.001,white wine + sweet spreads,sauces + liquor + soda
6.21,0.14,0.001,male cosmetics + pip fruit,curd + packaged fruit/vegetables + root vegetables
6.21,0.14,0.001,white wine + sweet spreads,curd + packaged fruit/vegetables + root vegetables
6.21,0.14,0.001,specialty vegetables + sweet spreads,potato products + pip fruit + pudding powder
6.21,0.14,0.001,bottled water + pip fruit,packaged fruit/vegetables + brandy + liquor (appetizer)
6.21,0.14,0.001,white wine + sweet spreads,spices + baking powder + potato products
6.21,0.14,0.001,specialty vegetables + sweet spreads,sauces + liquor + soda
6.21,0.14,0.001,specialty vegetables + soda,butter + liquor + nut snack
6.21,0.14,0.001,specialty vegetables + sweet spreads,spices + potato products + pip fruit
6.21,0.14,0.001,specialty vegetables + sweet spreads,specialty chocolate + brandy + liquor (appetizer)
6.21,0.14,0.001,sweet spreads + nut snack,curd + packaged fruit/vegetables + root vegetables
6.21,0.14,0.001,root vegetables + bottled water,packaged fruit/vegetables + potato products + male cosmetics
6.21,0.14,0.001,root vegetables + bottled water,butter + brandy + potato products
6.21,0.14,0.001,bottled water + pip fruit,specialty chocolate + brandy + liquor (appetizer)
6.21,0.14,0.001,specialty vegetables + sweet spreads,potato products + bottled water + pudding powder
6.21,0.14,0.001,root vegetables + sweet spreads,cereals + white wine + potato products
6.21,0.14,0.001,specialty vegetables + sweet spreads,cereals + white wine + potato products
6.21,0.14,0.001,bottled water + pip fruit,butter + root vegetables + nut snack
6.21,0.14,0.001,bottled water + pip fruit,sauces + spices + curd
6.21,0.14,0.001,specialty vegetables + sweet spreads,cereals + butter + tropical fruit
6.21,0.14,0.001,root vegetables + sweet spreads,sauces + soda + pudding powder
6.21,0.14,0.001,specialty vegetables + sweet spreads,sauces + soda + pudding powder
6.21,0.14,0.001,specialty vegetables + sweet spreads,liquor + potato products + pip fruit
6.21,0.14,0.001,white wine + sweet spreads,cereals + baking powder + root vegetables
6.21,0.14,0.001,specialty vegetables + soda,baking powder + root vegetables + nut snack
6.21,0.29,0.002,cereals + specialty vegetables,baking powder + root vegetables + nut snack
6.21,0.14,0.001,root vegetables + bottled water,brandy + liquor (appetizer) + male cosmetics
6.21,0.14,0.001,specialty vegetables + sweet spreads,brandy + liquor (appetizer) + male cosmetics
6.21,0.14,0.001,specialty vegetables + soda,sauces + curd + sweet spreads
6.21,0.14,0.001,male cosmetics + pip fruit,cereals + liquor + nut snack
6.21,0.14,0.001,bottled water + pip fruit,butter + packaged fruit/vegetables + soda
6.21,0.14,0.001,root vegetables + sweet spreads,sauces + specialty vegetables + soda
6.21,0.14,0.001,male cosmetics + pip fruit,curd + packaged fruit/vegetables + sweet spreads
6.21,0.14,0.001,male cosmetics + pip fruit,cereals + liquor + soda
6.21,0.14,0.001,root vegetables + sweet spreads,cereals + liquor + soda
6.21,0.14,0.001,specialty vegetables + soda,brandy + root vegetables + cleaner
6.21,0.14,0.001,male cosmetics + pip fruit,specialty chocolate + sweet spreads + pudding powder
6.21,0.14,0.001,bottled water + pip fruit,specialty chocolate + sweet spreads + pudding powder
6.21,0.14,0.001,white wine + sweet spreads,sauces + soda + pudding powder
6.21,0.14,0.001,specialty vegetables + soda,sauces + liquor + sweet spreads
6.21,0.14,0.001,sweet spreads + nut snack,spices + curd + liquor (appetizer)
6.21,0.14,0.001,root vegetables + bottled water,butter + curd + specialty vegetables
6.21,0.14,0.001,root vegetables + sweet spreads,spices + brandy + nut snack
6.21,0.14,0.001,bottled water + pip fruit,liquor + potato products + specialty vegetables
6.21,0.14,0.001,bottled water + pip fruit,curd + white wine + potato products
6.21,0.14,0.001,root vegetables + bottled water,curd + specialty chocolate + packaged fruit/vegetables
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + male cosmetics + cleaner
6.21,0.14,0.001,male cosmetics + pip fruit,cereals + tropical fruit + nut snack
6.21,0.14,0.001,specialty vegetables + soda,cereals + brandy + potato products
6.21,0.29,0.002,butter + curd,cereals + specialty vegetables + soda
6.21,0.14,0.001,bottled water + pip fruit,baking powder + brandy + soda
6.21,0.14,0.001,white wine + sweet spreads,cereals + specialty vegetables + soda
6.21,0.14,0.001,male cosmetics + pip fruit,light bulbs + liquor (appetizer) + sweet spreads
6.21,0.29,0.002,butter + sweet spreads,cereals + sauces + liquor (appetizer)
6.21,0.29,0.002,cereals + specialty vegetables,butter + liquor + pip fruit
6.21,0.14,0.001,male cosmetics + pip fruit,curd + liquor + liquor (appetizer)
6.21,0.14,0.001,bottled water + pip fruit,butter + packaged fruit/vegetables + nut snack
6.21,0.14,0.001,male cosmetics + pip fruit,bottled water + sweet spreads + pudding powder
6.21,0.14,0.001,bottled water + pip fruit,curd + white wine + liquor (appetizer)
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + pip fruit + cleaner
6.21,0.14,0.001,specialty vegetables + sweet spreads,packaged fruit/vegetables + liquor (appetizer) + pip fruit
6.21,0.29,0.002,butter + curd,sauces + pip fruit + cleaner
6.21,0.14,0.001,white wine + sweet spreads,cereals + baking powder + brandy
6.21,0.14,0.001,root vegetables + bottled water,butter + baking powder + potato products
6.21,0.14,0.001,white wine + sweet spreads,sauces + light bulbs + baking powder
6.21,0.14,0.001,male cosmetics + pip fruit,butter + baking powder + potato products
6.21,0.14,0.001,bottled water + pip fruit,butter + baking powder + potato products
6.21,0.14,0.001,root vegetables + sweet spreads,potato products + bottled water + cleaner
6.21,0.14,0.001,bottled water + pip fruit,spices + liquor + specialty vegetables
6.21,0.14,0.001,sweet spreads + nut snack,cereals + curd + liquor (appetizer)
6.21,0.14,0.001,root vegetables + bottled water,specialty chocolate + light bulbs + pudding powder
6.21,0.14,0.001,root vegetables + bottled water,packaged fruit/vegetables + male cosmetics + cleaner
6.21,0.14,0.001,sweet spreads + nut snack,specialty chocolate + pip fruit + pudding powder
6.21,0.14,0.001,specialty vegetables + soda,butter + baking powder + root vegetables
6.21,0.14,0.001,male cosmetics + pip fruit,cereals + liquor + sweet spreads
6.21,0.14,0.001,specialty vegetables + sweet spreads,cereals + sauces + potato products
6.21,0.14,0.001,specialty vegetables + sweet spreads,packaged fruit/vegetables + male cosmetics + cleaner
6.21,0.14,0.001,root vegetables + sweet spreads,tropical fruit + pip fruit + soda
6.21,0.14,0.001,root vegetables + bottled water,specialty chocolate + packaged fruit/vegetables + male cosmetics
6.21,0.14,0.001,specialty vegetables + sweet spreads,curd + liquor + soda
6.21,0.14,0.001,specialty vegetables + soda,baking powder + white wine + male cosmetics
6.21,0.14,0.001,bottled water + pip fruit,baking powder + potato products + soda
6.21,0.14,0.001,specialty vegetables + soda,cereals + baking powder + cleaner
6.21,0.29,0.002,butter + curd,sauces + cleaner + nut snack
6.21,0.29,0.002,butter + curd,white wine + specialty vegetables + bottled water
6.21,0.14,0.001,specialty vegetables + soda,liquor + white wine + nut snack
6.21,0.14,0.001,sweet spreads + nut snack,butter + light bulbs + brandy
6.21,0.14,0.001,root vegetables + sweet spreads,packaged fruit/vegetables + liquor + pip fruit
6.21,0.14,0.001,specialty vegetables + soda,specialty chocolate + liquor + sweet spreads
6.21,0.14,0.001,root vegetables + sweet spreads,specialty chocolate + liquor + nut snack
6.21,0.29,0.002,butter + curd,spices + potato products + pip fruit
6.21,0.14,0.001,specialty vegetables + sweet spreads,specialty chocolate + liquor + nut snack
6.21,0.14,0.001,specialty vegetables + soda,cereals + baking powder + male cosmetics
6.21,0.14,0.001,white wine + sweet spreads,sauces + baking powder + liquor
6.21,0.14,0.001,specialty vegetables + sweet spreads,cereals + baking powder + liquor
6.21,0.14,0.001,white wine + sweet spreads,cereals + baking powder + liquor
6.21,0.14,0.001,root vegetables + bottled water,sauces + cleaner + nut snack
6.21,0.14,0.001,root vegetables + bottled water,light bulbs + male cosmetics + nut snack
6.21,0.14,0.001,white wine + sweet spreads,specialty chocolate + pip fruit + pudding powder
6.21,0.14,0.001,root vegetables + sweet spreads,curd + liquor + pip fruit
6.21,0.14,0.001,root vegetables + sweet spreads,sauces + specialty vegetables + pudding powder
6.21,0.14,0.001,root vegetables + bottled water,cereals + baking powder + cleaner
6.21,0.14,0.001,white wine + sweet spreads,butter + baking powder + potato products
6.21,0.14,0.001,sweet spreads + nut snack,cereals + specialty chocolate + specialty vegetables
6.21,0.14,0.001,specialty vegetables + sweet spreads,butter + liquor + pip fruit
6.21,0.14,0.001,bottled water + pip fruit,cereals + baking powder + cleaner
6.21,0.14,0.001,specialty vegetables + sweet spreads,potato products + bottled water + pip fruit
6.21,0.14,0.001,root vegetables + sweet spreads,cereals + baking powder + cleaner
6.21,0.29,0.002,butter + sweet spreads,cereals + baking powder + liquor
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + brandy + pip fruit
6.21,0.14,0.001,white wine + sweet spreads,liquor + soda + pudding powder
6.21,0.14,0.001,male cosmetics + pip fruit,cereals + baking powder + liquor
6.21,0.14,0.001,root vegetables + sweet spreads,cereals + baking powder + liquor
6.21,0.29,0.002,cereals + specialty vegetables,curd + liquor + pip fruit
6.21,0.14,0.001,sweet spreads + nut snack,curd + male cosmetics + pudding powder
6.21,0.14,0.001,bottled water + pip fruit,curd + male cosmetics + pudding powder
6.21,0.14,0.001,white wine + sweet spreads,cereals + baking powder + cleaner
6.21,0.14,0.001,root vegetables + sweet spreads,cereals + baking powder + soda
6.21,0.14,0.001,root vegetables + bottled water,specialty chocolate + baking powder + tropical fruit
6.21,0.14,0.001,white wine + sweet spreads,curd + liquor + male cosmetics
6.21,0.14,0.001,male cosmetics + pip fruit,cereals + root vegetables + sweet spreads
6.21,0.14,0.001,bottled water + pip fruit,cereals + root vegetables + sweet spreads
6.21,0.14,0.001,root vegetables + sweet spreads,curd + liquor + male cosmetics
6.21,0.29,0.002,butter + sweet spreads,specialty chocolate + male cosmetics + nut snack
6.21,0.14,0.001,bottled water + pip fruit,spices + potato products + sweet spreads
6.21,0.14,0.001,bottled water + pip fruit,specialty chocolate + male cosmetics + nut snack
6.21,0.14,0.001,root vegetables + bottled water,specialty chocolate + male cosmetics + nut snack
6.21,0.14,0.001,sweet spreads + nut snack,butter + spices + light bulbs
6.21,0.14,0.001,white wine + sweet spreads,butter + spices + light bulbs
6.21,0.14,0.001,male cosmetics + pip fruit,cereals + baking powder + soda
6.21,0.14,0.001,root vegetables + bottled water,light bulbs + liquor (appetizer) + sweet spreads
6.21,0.14,0.001,white wine + sweet spreads,curd + light bulbs + root vegetables
6.21,0.14,0.001,specialty vegetables + sweet spreads,curd + liquor + male cosmetics
6.21,0.14,0.001,white wine + sweet spreads,curd + specialty chocolate + male cosmetics
6.21,0.14,0.001,sweet spreads + nut snack,curd + specialty chocolate + male cosmetics
6.21,0.14,0.001,bottled water + pip fruit,curd + specialty chocolate + male cosmetics
6.21,0.14,0.001,specialty vegetables + soda,curd + specialty chocolate + male cosmetics
6.21,0.14,0.001,specialty vegetables + sweet spreads,curd + specialty chocolate + male cosmetics
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + bottled water + male cosmetics
6.21,0.29,0.002,butter + curd,liquor + white wine + soda
6.21,0.14,0.001,root vegetables + bottled water,curd + liquor + male cosmetics
6.21,0.14,0.001,specialty vegetables + soda,curd + liquor + male cosmetics
6.21,0.14,0.001,sweet spreads + nut snack,curd + light bulbs + root vegetables
6.21,0.14,0.001,male cosmetics + pip fruit,curd + light bulbs + root vegetables
6.21,0.14,0.001,root vegetables + sweet spreads,light bulbs + bottled water + male cosmetics
6.21,0.14,0.001,root vegetables + bottled water,sauces + curd + specialty vegetables
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + root vegetables + male cosmetics
6.21,0.14,0.001,bottled water + pip fruit,spices + potato products + specialty vegetables
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + packaged fruit/vegetables + pip fruit
6.21,0.14,0.001,root vegetables + sweet spreads,light bulbs + liquor (appetizer) + specialty vegetables
6.21,0.14,0.001,root vegetables + bottled water,light bulbs + liquor (appetizer) + specialty vegetables
6.21,0.14,0.001,sweet spreads + nut snack,specialty chocolate + liquor + bottled water
6.21,0.14,0.001,male cosmetics + pip fruit,light bulbs + liquor (appetizer) + specialty vegetables
6.21,0.14,0.001,bottled water + pip fruit,light bulbs + liquor (appetizer) + specialty vegetables
6.21,0.14,0.001,male cosmetics + pip fruit,curd + specialty chocolate + bottled water
6.21,0.14,0.002,sweet spreads + nut snack,butter + curd + liquor (appetizer)
6.21,0.14,0.001,white wine + sweet spreads,sauces + spices + baking powder
6.21,0.14,0.001,specialty vegetables + sweet spreads,butter + baking powder + pudding powder
6.21,0.14,0.001,root vegetables + bottled water,butter + baking powder + liquor (appetizer)
6.21,0.14,0.001,male cosmetics + pip fruit,butter + root vegetables + soda
6.21,0.14,0.001,specialty vegetables + sweet spreads,liquor (appetizer) + potato products + root vegetables
6.21,0.14,0.001,specialty vegetables + sweet spreads,baking powder + potato products + root vegetables
6.21,0.14,0.001,white wine + sweet spreads,baking powder + potato products + root vegetables
6.21,0.29,0.002,cereals + specialty vegetables,spices + potato products + tropical fruit
6.21,0.14,0.001,white wine + sweet spreads,butter + baking powder + pudding powder
6.21,0.14,0.001,specialty vegetables + soda,butter + specialty chocolate + white wine
6.21,0.14,0.001,male cosmetics + pip fruit,butter + baking powder + pudding powder
6.21,0.14,0.001,sweet spreads + nut snack,curd + specialty chocolate + bottled water
6.21,0.14,0.001,bottled water + pip fruit,butter + baking powder + pudding powder
6.21,0.14,0.001,sweet spreads + nut snack,curd + bottled water + pudding powder
6.21,0.14,0.001,male cosmetics + pip fruit,curd + bottled water + pudding powder
6.21,0.14,0.001,sweet spreads + nut snack,potato products + tropical fruit + soda
6.21,0.14,0.001,specialty vegetables + sweet spreads,butter + spices + packaged fruit/vegetables
